Res0sem_21D,Res0sem_18D,Res0sem_13C,Res0sem_09A,Res0sem_11B,Res0sem_03C,Res0sem_17C,Res0sem_03A,Res0sem_17B,Res0sem_07C,Res0sem_10B,Res0sem_13B,Res0sem_20C,Res0sem_11D,Res0sem_12C,Res0sem_20A,Res0sem_09B,Res0sem_06A,Res0sem_10C,Res0sem_16B,Res0sem_19A,Res0sem_12D,Res0sem_09C,Res0sem_10A,Res0sem_18A,Res0sem_12B,Res0sem_08A,Res0sem_04D,Res0sem_15B,Res0sem_01A,Res0sem_16C,Res0sem_21A,Res0sem_18C,Res0sem_04A,Res0sem_19B,Res0sem_19C,Res0sem_07A,Res0sem_12A,Res0sem_01D,Res0sem_07B,Res0sem_18B,Res0sem_09D,Res0sem_15C,Res0sem_21C,Res0sem_05D,Res0sem_05B,Res0sem_01C,Res0sem_14C,Res0sem_05C,Res0sem_02B,Res0sem_20D,Res0sem_08D,Res0sem_03D,Res0sem_02C,Res0sem_08B,Res0sem_01B,Res0sem_06D,Res0sem_19D,Res0sem_16D,Res0sem_20B,Res0sem_15D,Res0sem_04B,Res0sem_02A,Res0sem_06C,Res0sem_13A,Res0sem_11C,Res0sem_06B,Res0sem_03B,Res0sem_14B,Res0sem_14D,Res0sem_17A,Res0sem_08C,Res0sem_16A,Res0sem_13D,Res0sem_04C,Res0sem_02D,Res0sem_21B,Res0sem_07D,Res0sem_11A,Res0sem_15A,Res0sem_17D
0,9,128,0,0,0,0,0,1,9,0,178,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,10,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,180,1,0,0,0,0,0,0,0,24,0,0,0,34,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,5926,0,1,0,0,0,0,0,0,0,1,5,0,0,0,2,0,151,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,0,1,0,0,0,2,0,0,0,0,1,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,261,0,22,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,4,0,1,1,2,0,0,0,0,0,0,29,0,0,1,80,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,0,0,1,0,0,4,0,25
0,19,7,1,0,1,0,14,0,2,0,0,3,0,1,1,0,0,2,37,0,30,1,1,0,7,0,4,0,1,1,0,0,1,0,0,19,39,3,0,7,0,0,13,1,0,0,2,0,1,0,0,2,2,1,0,2,2,2,53,0,1,1,0,0,0,2,1,12,0,0,1,0,12,0,326,0,1,2,0,13
41,1,144,2,5,1,1,4,1,9,20,819,23,31,78,7,2,0,1,2,16,675,1,2,0,67,0,0,13,3,1,0,0,0,4,48,9,4,3,42,2,36,89,0,1,3,0,8,1,0,1,2,0,1,1,3,0,1,14,4,2,0,4,0,21,5,10,10,20,53,11,3,0,497,1,0,0,100,0,43,6
0,0,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,41,0,0,1,297,0,4,1,0,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,5,0,2,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,26,0,9,60,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,5,17,0,0,1,0,1,0,0,0,0,0,0,8,0,2,1,0,0,0,0,13,3,0,0,0,0,0,0,1,1,5,8,0,2,0,0,0,0,9,0,6,0,0,4,0,0,0,6,0,1,0,31,0,77,0,0,0
0,9,88,3,2,0,0,0,0,0,0,85,0,7,0,2,0,0,0,0,31,204,1,0,0,0,0,101,0,0,0,7,0,16,0,5,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,18,5,0,0,0,0,1,0,0,71,15,0,0,0,2,0,0
0,0,0,2,0,112,76,3,15,10,0,0,2,1,0,2,19,3,1,21,2,0,1,4,0,0,15,1,89,6,40,0,0,1,3,0,45,0,2,15,0,18,1,0,1,6,1,0,3,8,1,47,32,5,9,44,2,3,16,1,0,0,47,1,1,0,2,26,0,0,1,5,30,0,0,28,0,1,0,0,32
67,1,0,1,0,0,0,418,2,5,0,0,1,68,56,0,0,5,0,43,1,20,0,0,203,0,7,1,2,11,0,0,8,0,0,1,5,1,2,1,13,0,0,0,178,136,2,56,3,4,0,0,15,56,6,43,10,1,1,2,0,1,1,4,1,7,8,424,1,1,31,91,21,1,3,1,2,0,0,0,2
0,3,0,0,0,0,17,0,0,0,0,113,1,0,1,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,43,0,1,0,0,0,1,0,1,0,0,365,0,1,0,0,3,1,1,1,4,1,0,0,0,25,0,0,2,2,81,0,20,0,127,1,17,0,70,1,0,1
0,0,23,0,0,0,0,0,0,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,46,1,2,0,0,1,0,0,3
0,0,0,3,1,0,9,0,0,1,8,0,5,48,5,0,48,2,150,200,66,0,16,86,1,0,25,0,20,2,36,212,0,0,10,11,15,2,2,4,2,308,58,1,3,0,1,90,0,2,2,253,2,4,30,12,5,4,35,74,325,0,2,1,3,21,5,9,0,81,43,45,1,0,2,35,0,2,6,58,0
0,0,0,4,5,0,22,0,0,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,1,0,0,1,0,0,3,0,3,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,37,0,37,0,0,0,2,0,2,0,1,0,0,0,1,0,1,0,0,1,0,28,0
0,2,1,9,8,16,3,7,8,8,6,6,2,4,3,1,6,3,7,4,7,5,2,5,3,0,9,1,14,2,7,0,5,0,3,2,11,3,1,6,4,8,3,0,2,4,4,9,1,4,1,5,0,6,8,8,1,3,11,2,9,2,7,2,3,5,2,5,21,34,3,9,13,2,3,9,1,11,5,25,3
0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,133,4,28,12,202,18,135,32,5,104,0,66,201,0,15,2,5,84,0,178,6,5,80,4,11,0,387,4,1,0,1,12,22,1,15,3,12,13,1,28,195,0,15,11,1,0,9,0,0,2,10,3,2,76,1,0,0,0,554,0,0,2,0,18,0,3,0,0,25,9,64,3,1,16,0,611,11,77,184
0,1,6,0,0,0,3,0,4,0,0,2,5,1,0,2,0,0,0,5,1,0,0,0,1,0,0,0,3,0,9,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,3,1,3,7,0,0,0,6,0,2,0,2,3,3,0,3,12,0,0,0,0,0,3,5
0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,127,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,1,61,1,0,0,0,9,0,2,0,0,2,2,1,10,0,0,1,2,5,1,0,6,0,0,1,0,0,6,0,0,37,0,0,1,1,1,1,60,1,4,0,0,5,0,0,0,0,0,2,0,1,2,0,0,5,2,0,0,1,0,0,0,0,0,0,18,0,4,2,0,9,0,0,0,6,0
3093,0,1,0,1,0,0,0,2,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,4,2,1,0,0,0,0,5,1,0,2,0,7,12,0,0,0,1,0,0,0,6,0,0,0,0,4,0,0,11,0,0,1,0,0,0,0,1,2,1,0,0,6,2,9,0,7,0,0,12
0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,4,0,2,0,0,0,0,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39
0,0,0,0,0,0,0,0,9,0,24,1,0,0,0,0,10,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,8,4,7,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,534,0,0,3,5,0,0,2,0,17,7,0,0,18,0,0,0,1,3,0,0,0,2,0,1,0,1,0,0,0,0,0,4,4,1,0,0,4,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4,0,4,1,0,0,0,71,3,0,0,1,1,3,0,1,82,1,0,0,0,0,0,2
25,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,27,0,0,3,10,0,0,0,0,0,0,4,1,0,0,0,249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1
0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
0,105,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,4
1,3,0,0,0,45,1,0,3,0,0,1,1,0,1,0,23,2,1,5,0,0,1,0,0,0,0,1,1,0,0,0,47,1,0,0,0,0,13,0,1,1,0,0,5,6,1,3,4,0,0,39,32,2,1,3,12,0,55,0,0,3,19,17,0,11,1,35,3,18,3,1,1,3,4,22,0,1,20,1,5
0,2,0,0,0,0,2,0,0,0,27,0,0,0,0,0,1,0,0,12,9,0,0,0,2,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,31,0,0,0,0,0,0,0,4,0,1,0,45,0,0,0,1,7,0,0,0,2,3
0,0,0,0,0,0,0,0,2,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,23,1,1,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0
99,28,3,78,13,6,30,7,16,1,107,1,39,32,8,49,139,51,166,288,367,4,11,51,5,7,43,365,9,12,178,660,17,142,125,199,14,5,19,8,48,87,5,132,7,6,11,4,5,24,157,163,10,21,13,22,153,64,88,127,1,140,27,16,6,14,28,36,3,17,166,110,6,1,291,110,33,4,10,15,7
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,28,0,0,0,0,1,0,0,146,1,0,0,6,1,24,0,0,0,0,7,41,0,0,0,0,0,4,0,0,0,2,0,0,0,4,13,0,182,0,1,0,4,0,1,0,5,2,0,152,1,0,0,21,0,0,0,0,0,56,15,62,3,0,1,0,0,0,0,0,1,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,4,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0
0,0,40,0,3,0,3,1,0,110,0,46,0,17,19,15,1,0,1,0,3,0,0,38,0,37,3,17,0,0,0,0,2,2,0,0,41,24,0,46,0,1,0,0,0,2,0,13,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,3,3,47,2,0,2,0,4,0,1,0,562,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,6,0,1,0,7,0,51,0,0,0,6,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,0,61,627,53,588,25,338,18,0,40,0,1,7,3,1,16,119,610,1,3,33,291,6,44,0,32,8,47,0,214,13,576,644,22,0,1,42,698,0,285,0,0,0,8,0,1,8,1,0,0,546,43,9,0,0,3,78,0,16,42,2,1,25,2,165,1,0,78,274,232,0,6,0,0,3,1,16,5
0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
0,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0
0,0,0,22,0,4,0,269,9,0,1,1,4,0,0,1,3,0,8,187,0,0,14,14,1,0,0,0,104,2,150,1,0,0,2,0,0,0,0,1,1,45,18,0,1,28,0,1,1,1,1,48,50,1,3,18,25,1,41,3,3,1,14,58,1,0,21,74,0,0,0,3,2,0,2,2,3,0,16,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,5,0,0,0,0,0,0,1,0,0,0,2,10,0,2,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,1,0,0,88,0,0,1,10,1,0,15,0,0,7,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,33,0,1,0,0,1
0,0,0,5,1,0,1,0,0,0,1,2,3,0,0,1,70,0,1,2,2,0,0,0,0,8,0,2,2,0,9,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,6,1,1,0,0,0,0,0,0,49,0,1,5,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0,44,1,0,0,0,8,0,2,4,39,1,0,0,0,21,2,1,1,1,0,0,1,26,2,0,0,9,36,0,0,0,0,2,0,4,2,0,2,0,0,0,1,0,0,1,1,3,0,1,5,66,1,1,6,0,11,1,3,2,0,0,1,0,1,0,0,0,0,70,1,10,1,0,1,126,0,0,0,13,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,60,35,0,0,13,0,7,0,0,2,0,0,0,0,2,0,0,3,19,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,8,0,0,0,0,21
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
0,37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,279,18,14,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,6,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,16,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,11,0,1,2,0,0,0,4,0,4,0,0,11,13,0,0,0,4,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
2,0,0,1,0,0,2,0,2,11,3,1,0,0,0,0,1,0,1,49,2,0,1,0,1,0,0,1,24,0,1,0,1,0,2,0,0,0,0,1,0,1,6,0,7,0,1,0,3,0,2,1,9,0,1,2,0,0,130,0,1,0,0,1,0,0,1,0,0,1,0,0,2,2,0,3,0,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,1086,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,3,0,0,0,0,0,0
0,0,0,7,0,0,0,0,4,0,0,0,2,0,12,3,0,1,0,0,0,0,0,0,47,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4
11,0,0,1,0,18,1,0,0,54,25,0,0,2,0,0,0,0,0,0,11,0,0,0,5,1,0,1,0,4,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,1,6,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,32,0,0,0,9,55,0,87,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
